Skoleår;Utdanningsprogram;Nivå;Skole;Fullførtkode;B;H;I;M;S
2021/22;ME;vg2;Horten videregående skole;;19;0;1;4;2
2021/22;ME;vg2;Melsom videregående skole;;8;0;0;3;0
2021/22;ME;vg2;Sande videregående skole;;11;0;0;0;1
2021/22;ME;vg2;Thor Heyerdahl videregående skole;;21;3;2;1;1
2021/22;ME;vg3;Vestfold;;74;0;1;7;3
2021/22;ME;vg3;Holmestrand videregående skole;;7;0;0;1;0
2021/22;ME;vg3;Horten videregående skole;;28;0;0;2;0
2021/22;ME;vg3;Melsom videregående skole;;4;0;1;3;1
2021/22;ME;vg3;Sande videregående skole;;10;0;0;0;0
2021/22;ME;vg3;Thor Heyerdahl videregående skole;;25;0;0;1;2
2021/22;NA;Totalt;Vestfold;;76;0;6;13;3
2021/22;NA;vg1;Vestfold;;32;0;4;6;2
2021/22;NA;vg1;Melsom videregående skole;;32;0;4;6;2
2021/22;NA;vg2;Vestfold;;34;0;2;7;1
2021/22;NA;vg2;Melsom videregående skole;;34;0;2;7;1
2021/22;NA;vg3;Vestfold;;10;0;0;0;0
2021/22;NA;vg3;Melsom videregående skole;;10;0;0;0;0
2021/22;PB;Totalt;Vestfold;;426;19;17;35;16
2021/22;PB;vg3;Vestfold;;426;19;17;35;16
2021/22;PB;vg3;Færder videregående skole;;154;2;7;8;8
2021/22;PB;vg3;Holmestrand videregående skole;;13;1;1;7;1
2021/22;PB;vg3;Horten videregående skole;;44;3;1;6;1
2021/22;PB;vg3;Melsom videregående skole;;16;1;1;1;2
2021/22;PB;vg3;Nøtterøy videregående skole;;16;1;0;2;0
2021/22;PB;vg3;Re videregående skole;;30;0;0;0;0
2021/22;PB;vg3;Sande videregående skole;;15;0;0;1;0
2021/22;PB;vg3;Sandefjord videregående skole;;78;9;7;9;3
2021/22;PB;vg3;Thor Heyerdahl videregående skole;;60;2;0;1;1
2021/22;RM;Totalt;Vestfold;;127;5;5;11;6
2021/22;RM;vg1;Vestfold;;58;2;4;5;4
2021/22;RM;vg1;Greveskogen videregående skole;;31;1;3;4;1
2021/22;RM;vg1;Holmestrand videregående skole;;2;0;0;1;2
2021/22;RM;vg1;Thor Heyerdahl videregående skole;;25;1;1;0;1
2021/22;RM;vg2;Vestfold;;69;3;1;6;2
2021/22;RM;vg2;Greveskogen videregående skole;;33;0;0;1;0
2021/22;RM;vg2;Holmestrand videregående skole;;6;0;0;1;0
2021/22;RM;vg2;Sandefjord videregående skole;;12;0;1;1;1
2021/22;RM;vg2;Thor Heyerdahl videregående skole;;18;3;0;3;1
2021/22;SR;Totalt;Vestfold;;206;8;6;32;25
2021/22;SR;vg1;Vestfold;;96;5;0;11;16
2021/22;SR;vg1;Greveskogen videregående skole;;13;0;0;1;0
2021/22;SR;vg1;Horten videregående skole;;12;1;0;2;2
2021/22;SR;vg1;Sandefjord videregående skole;;49;4;0;5;9
2021/22;SR;vg1;Thor Heyerdahl videregående skole;;22;0;0;3;5
2021/22;SR;vg2;Vestfold;;110;3;6;21;9
2021/22;SR;vg2;Greveskogen videregående skole;;24;2;2;5;1
2021/22;SR;vg2;Horten videregående skole;;8;0;0;2;1
2021/22;SR;vg2;Sandefjord videregående skole;;51;1;0;7;5
2021/22;SR;vg2;Thor Heyerdahl videregående skole;;27;0;4;7;2
2021/22;ST;Totalt;Vestfold;;2 913;101;86;113;31
2021/22;ST;vg1;Vestfold;;1 031;53;34;26;9
2021/22;ST;vg1;Greveskogen videregående skole;;158;2;7;6;3
2021/22;ST;vg1;Holmestrand videregående skole;;43;5;0;5;0
2021/22;ST;vg1;Horten videregående skole;;145;4;0;2;1
2021/22;ST;vg1;Melsom videregående skole;;10;0;0;0;0
2021/22;ST;vg1;Nøtterøy videregående skole;;134;1;8;0;2
2021/22;ST;vg1;Re videregående skole;;110;5;0;2;1
2021/22;ST;vg1;Sande videregående skole;;33;3;1;0;0
2021/22;ST;vg1;Sandefjord videregående skole;;263;14;17;6;1
2021/22;ST;vg1;Thor Heyerdahl videregående skole;;135;19;1;5;1
2021/22;ST;vg2;Vestfold;;941;21;39;54;12
2021/22;ST;vg2;Greveskogen videregående skole;;163;1;4;6;2
2021/22;ST;vg2;Holmestrand videregående skole;;19;0;2;2;1
2021/22;ST;vg2;Horten videregående skole;;150;4;2;9;1
2021/22;ST;vg2;Melsom videregående skole;;8;0;0;2;0
2021/22;ST;vg2;Nøtterøy videregående skole;;118;2;4;6;0
2021/22;ST;vg2;Re videregående skole;;90;0;3;1;2
2021/22;ST;vg2;Sande videregående skole;;36;0;1;0;0
2021/22;ST;vg2;Sandefjord videregående skole;;238;11;19;26;6
2021/22;ST;vg2;Thor Heyerdahl videregående skole;;119;3;4;2;0
2021/22;ST;vg3;Vestfold;;941;27;13;33;10
2021/22;ST;vg3;Greveskogen videregående skole;;151;7;5;3;3
2021/22;ST;vg3;Holmestrand videregående skole;;35;0;0;2;1
2021/22;ST;vg3;Horten videregående skole;;133;1;1;7;1
2021/22;ST;vg3;Melsom videregående skole;;2;0;2;0;0
2021/22;ST;vg3;Nøtterøy videregående skole;;133;1;1;8;1
2021/22;ST;vg3;Re videregående skole;;85;1;0;1;1
2021/22;ST;vg3;Sande videregående skole;;49;0;0;1;0
2021/22;ST;vg3;Sandefjord videregående skole;;220;16;3;8;3
2021/22;ST;vg3;Thor Heyerdahl videregående skole;;133;1;1;3;0
2021/22;TP;Totalt;Vestfold;;337;21;18;19;34
2021/22;TP;vg1;Vestfold;;178;16;9;14;24
2021/22;TP;vg1;Færder videregående skole;;47;3;4;2;5
2021/22;TP;vg1;Holmestrand videregående skole;;13;0;0;2;1
2021/22;TP;vg1;Horten videregående skole;;20;3;2;1;5
2021/22;TP;vg1;Sande videregående skole;;12;2;1;0;0
2021/22;TP;vg1;Sandefjord videregående skole;;41;3;1;6;7
2021/22;TP;vg1;Thor Heyerdahl videregående skole;;45;5;1;3;6
2021/22;TP;vg2;Vestfold;;159;5;9;5;10
2021/22;TP;vg2;Færder videregående skole;;77;2;1;2;5
2021/22;TP;vg2;Horten videregående skole;;7;1;1;1;0
2021/22;TP;vg2;Sande videregående skole;;6;0;0;1;1
2021/22;TP;vg2;Sandefjord videregående skole;;19;2;2;1;3
2021/22;TP;vg2;Thor Heyerdahl videregående skole;;50;0;5;0;1
2021/22;Alle utdanningsprogram;Totalt;Færder videregående skole;;542;25;26;27;31
2021/22;Alle utdanningsprogram;Totalt;Greveskogen videregående skole;;678;14;24;30;14
2021/22;Alle utdanningsprogram;Totalt;Holmestrand videregående skole;;163;8;3;23;7
2021/22;Alle utdanningsprogram;Totalt;Horten videregående skole;;904;30;21;59;32
2021/22;Alle utdanningsprogram;Totalt;Melsom videregående skole;;131;1;10;24;6
2021/22;Alle utdanningsprogram;Totalt;Nøtterøy videregående skole;;508;7;24;19;9
2021/22;Alle utdanningsprogram;Totalt;Re videregående skole;;741;14;7;9;13
2021/22;Alle utdanningsprogram;Totalt;Sande videregående skole;;354;13;7;7;4
2021/22;Alle utdanningsprogram;Totalt;Sandefjord videregående skole;;1 571;97;83;89;70
2021/22;Alle utdanningsprogram;Totalt;Thor Heyerdahl videregående skole;;1 246;67;22;42;37
2020/21;Totalt;Totalt;Vestfold;;6 989;49;183;529;204
2020/21;BA;Totalt;Vestfold;;357;0;7;32;14
2020/21;BA;vg1;Vestfold;;195;0;5;16;12
2020/21;BA;vg1;Færder videregående skole;;59;0;5;11;9
2020/21;BA;vg1;Re videregående skole;;79;0;0;0;1
2020/21;BA;vg1;Thor Heyerdahl videregående skole;;57;0;0;5;2
2020/21;BA;vg2;Vestfold;;162;0;2;16;2
2020/21;BA;vg2;Færder videregående skole;;51;0;1;6;1
2020/21;BA;vg2;Re videregående skole;;73;0;1;3;0
2020/21;BA;vg2;Thor Heyerdahl videregående skole;;38;0;0;7;1
2020/21;DH;Totalt;Vestfold;;61;1;0;9;3
2020/21;DH;vg2;Vestfold;;57;1;0;7;3
2020/21;DH;vg2;Færder videregående skole;;8;0;0;3;1
2020/21;DH;vg2;Horten videregående skole;;20;0;0;2;1
2020/21;DH;vg2;Sandefjord videregående skole;;29;1;0;2;1
2020/21;DH;vg3;Vestfold;;4;0;0;2;0
2020/21;DH;vg3;Sandefjord videregående skole;;4;0;0;2;0
2020/21;EL;Totalt;Vestfold;;378;1;13;7;7
2020/21;EL;vg1;Vestfold;;186;0;9;4;3
2020/21;EL;vg1;Færder videregående skole;;59;0;1;2;2
2020/21;EL;vg1;Horten videregående skole;;29;0;2;0;0
2020/21;EL;vg1;Sande videregående skole;;24;0;5;1;0
2020/21;EL;vg1;Sandefjord videregående skole;;26;0;1;0;1
2020/21;EL;vg1;Thor Heyerdahl videregående skole;;48;0;0;1;0
2020/21;EL;vg2;Vestfold;;163;1;1;3;1
2020/21;EL;vg2;Færder videregående skole;;47;0;0;0;0
2020/21;EL;vg2;Horten videregående skole;;30;1;0;0;0
2020/21;EL;vg2;Sande videregående skole;;14;0;0;2;0
2020/21;EL;vg2;Sandefjord videregående skole;;26;0;1;1;1
2020/21;EL;vg2;Thor Heyerdahl videregående skole;;46;0;0;0;0
2020/21;EL;vg3;Vestfold;;29;0;3;0;3
2020/21;EL;vg3;Færder videregående skole;;13;0;2;0;1
2020/21;EL;vg3;Horten videregående skole;;8;0;0;0;1
2020/21;EL;vg3;Sandefjord videregående skole;;8;0;1;0;1
2020/21;FD;Totalt;Vestfold;;32;0;3;14;8
2020/21;FD;vg1;Vestfold;;32;0;3;14;8
2020/21;FD;vg1;Horten videregående skole;;15;0;1;9;5
2020/21;FD;vg1;Sandefjord videregående skole;;17;0;2;5;3
2020/21;HS;Totalt;Vestfold;;770;4;26;55;39
2020/21;HS;vg1;Vestfold;;368;3;14;33;26
2020/21;HS;vg1;Holmestrand videregående skole;;14;0;0;1;1
2020/21;HS;vg1;Horten videregående skole;;67;3;1;7;1
2020/21;HS;vg1;Nøtterøy videregående skole;;46;0;4;1;6
2020/21;HS;vg1;Re videregående skole;;69;0;0;0;1
2020/21;HS;vg1;Sande videregående skole;;32;0;2;0;0
2020/21;HS;vg1;Sandefjord videregående skole;;81;0;5;13;14
2020/21;HS;vg1;Thor Heyerdahl videregående skole;;59;0;2;11;3
2020/21;HS;vg2;Vestfold;;366;1;10;21;12
2020/21;HS;vg2;Holmestrand videregående skole;;12;0;0;0;1
2020/21;HS;vg2;Horten videregående skole;;51;1;3;5;2
2020/21;HS;vg2;Nøtterøy videregående skole;;54;0;2;2;1
2020/21;HS;vg2;Re videregående skole;;59;0;0;2;1
2020/21;HS;vg2;Sande videregående skole;;30;0;0;1;0
2020/21;HS;vg2;Sandefjord videregående skole;;93;0;3;7;5
2020/21;HS;vg2;Thor Heyerdahl videregående skole;;67;0;2;4;2
2020/21;HS;vg3;Vestfold;;36;0;2;1;1
2020/21;HS;vg3;Nøtterøy videregående skole;;16;0;0;0;0
2020/21;HS;vg3;Sandefjord videregående skole;;20;0;2;1;1
2020/21;ID;Totalt;Vestfold;;558;0;9;21;3
2020/21;ID;vg1;Vestfold;;198;0;1;6;2
2020/21;ID;vg1;Horten videregående skole;;28;0;1;2;0
2020/21;ID;vg1;Re videregående skole;;59;0;0;0;0
2020/21;ID;vg1;Sande videregående skole;;23;0;0;1;0
2020/21;ID;vg1;Sandefjord videregående skole;;28;0;0;1;1
2020/21;ID;vg1;Thor Heyerdahl videregående skole;;60;0;0;2;1
2020/21;ID;vg2;Vestfold;;189;0;8;6;1
2020/21;ID;vg2;Horten videregående skole;;21;0;6;2;0
2020/21;ID;vg2;Re videregående skole;;56;0;1;1;1
2020/21;ID;vg2;Sande videregående skole;;19;0;0;1;0
2020/21;ID;vg2;Sandefjord videregående skole;;30;0;1;1;0
2020/21;ID;vg2;Thor Heyerdahl videregående skole;;63;0;0;1;0
2020/21;ID;vg3;Vestfold;;171;0;0;9;0
2020/21;ID;vg3;Horten videregående skole;;26;0;0;2;0
2020/21;ID;vg3;Re videregående skole;;45;0;0;1;0
2020/21;ID;vg3;Sande videregående skole;;19;0;0;3;0
2020/21;ID;vg3;Sandefjord videregående skole;;28;0;0;1;0
2020/21;ID;vg3;Thor Heyerdahl videregående skole;;53;0;0;2;0
2020/21;IM;Totalt;Vestfold;;57;1;0;1;1
2020/21;IM;vg1;Vestfold;;57;1;0;1;1
2020/21;IM;vg1;Greveskogen videregående skole;;14;0;0;0;0
2020/21;IM;vg1;Horten videregående skole;;12;1;0;1;1
2020/21;IM;vg1;Sandefjord videregående skole;;31;0;0;0;0
2020/21;KD;Totalt;Vestfold;;123;0;1;26;6
2020/21;KD;vg1;Vestfold;;51;0;1;4;3
2020/21;KD;vg1;Færder videregående skole;;32;0;0;0;0
2020/21;KD;vg1;Sandefjord videregående skole;;19;0;1;4;3
2020/21;KD;vg2;Vestfold;;36;0;0;15;3
2020/21;KD;vg2;Færder videregående skole;;20;0;0;12;0
2020/21;KD;vg2;Sandefjord videregående skole;;16;0;0;3;3
2020/21;KD;vg3;Vestfold;;36;0;0;7;0
2020/21;KD;vg3;Færder videregående skole;;20;0;0;4;0
2020/21;KD;vg3;Sandefjord videregående skole;;16;0;0;3;0
2020/21;MD;Totalt;Vestfold;;260;11;5;10;4
2020/21;MD;vg1;Vestfold;;87;5;3;3;0
2020/21;MD;vg1;Greveskogen videregående skole;;25;0;1;1;0
2020/21;MD;vg1;Sandefjord videregående skole;;31;5;2;1;0
2020/21;MD;vg1;Thor Heyerdahl videregående skole;;31;0;0;1;0
2020/21;MD;vg2;Vestfold;;86;4;2;3;1
2020/21;MD;vg2;Greveskogen videregående skole;;29;0;0;1;0
2020/21;MD;vg2;Sandefjord videregående skole;;38;4;2;0;1
2020/21;MD;vg2;Thor Heyerdahl videregående skole;;19;0;0;2;0
2020/21;MD;vg3;Vestfold;;87;2;0;4;3
2020/21;MD;vg3;Greveskogen videregående skole;;27;1;0;1;0
2020/21;MD;vg3;Sandefjord videregående skole;;38;1;0;2;2
2020/21;MD;vg3;Thor Heyerdahl videregående skole;;22;0;0;1;1
2020/21;ME;Totalt;Vestfold;;229;0;3;24;4
2020/21;ME;vg1;Vestfold;;68;0;0;12;3
2020/21;ME;vg1;Horten videregående skole;;23;0;0;7;0
2020/21;ME;vg1;Melsom videregående skole;;12;0;0;0;2
2020/21;ME;vg1;Sande videregående skole;;11;0;0;1;0
2020/21;ME;vg1;Thor Heyerdahl videregående skole;;22;0;0;4;1
2020/21;ME;vg2;Vestfold;;77;0;3;7;1
2020/21;ME;vg2;Holmestrand videregående skole;;7;0;0;1;0
2020/21;ME;vg2;Horten videregående skole;;27;0;1;2;0
2020/21;ME;vg2;Melsom videregående skole;;5;0;2;1;0
2020/21;ME;vg2;Sande videregående skole;;10;0;0;0;0
2020/21;ME;vg2;Thor Heyerdahl videregående skole;;28;0;0;3;1
2020/21;ME;vg3;Vestfold;;84;0;0;5;0
2020/21;ME;vg3;Holmestrand videregående skole;;7;0;0;0;0
2020/21;ME;vg3;Horten videregående skole;;25;0;0;1;0
2020/21;ME;vg3;Melsom videregående skole;;13;0;0;1;0
2020/21;ME;vg3;Sande videregående skole;;13;0;0;3;0
2020/21;ME;vg3;Thor Heyerdahl videregående skole;;26;0;0;0;0
2020/21;NA;Totalt;Vestfold;;69;0;3;9;5
2020/21;NA;vg1;Vestfold;;42;0;2;5;4
2020/21;NA;vg1;Melsom videregående skole;;42;0;2;5;4
2020/21;NA;vg2;Vestfold;;18;0;0;3;1
2020/21;NA;vg2;Melsom videregående skole;;18;0;0;3;1
2020/21;NA;vg3;Vestfold;;9;0;1;1;0
2020/21;NA;vg3;Melsom videregående skole;;9;0;1;1;0
2020/21;PB;Totalt;Vestfold;;423;6;17;42;16
2020/21;PB;vg3;Vestfold;;423;6;17;42;16
2020/21;PB;vg3;Færder videregående skole;;154;0;3;15;7
2020/21;PB;vg3;Holmestrand videregående skole;;18;3;1;5;1
2020/21;PB;vg3;Horten videregående skole;;42;0;1;8;1
2020/21;PB;vg3;Melsom videregående skole;;19;0;5;0;1
2020/21;PB;vg3;Nøtterøy videregående skole;;15;0;0;0;0
2020/21;PB;vg3;Re videregående skole;;28;0;0;1;0
2020/21;PB;vg3;Sande videregående skole;;15;0;0;0;0
2020/21;PB;vg3;Sandefjord videregående skole;;63;3;5;4;2
2020/21;PB;vg3;Thor Heyerdahl videregående skole;;69;0;2;9;4
2020/21;RM;Totalt;Vestfold;;134;1;3;24;8
2020/21;RM;vg1;Vestfold;;74;0;2;17;7
2020/21;RM;vg1;Greveskogen videregående skole;;29;0;2;6;2
2020/21;RM;vg1;Holmestrand videregående skole;;10;0;0;1;0
2020/21;RM;vg1;Sandefjord videregående skole;;22;0;0;3;3
2020/21;RM;vg1;Thor Heyerdahl videregående skole;;13;0;0;7;2
2020/21;RM;vg2;Vestfold;;60;1;1;7;1
2020/21;RM;vg2;Greveskogen videregående skole;;23;0;1;1;0
2020/21;RM;vg2;Holmestrand videregående skole;;7;0;0;0;0
2020/21;RM;vg2;Sandefjord videregående skole;;9;1;0;3;0
2020/21;RM;vg2;Thor Heyerdahl videregående skole;;21;0;0;3;1
2020/21;SR;Totalt;Vestfold;;129;1;4;26;10
2020/21;SR;vg1;Vestfold;;129;1;4;26;10
2020/21;SR;vg1;Greveskogen videregående skole;;24;0;2;6;2
2020/21;SR;vg1;Horten videregående skole;;10;1;0;6;2
2020/21;SR;vg1;Sandefjord videregående skole;;56;0;2;8;4
2020/21;SR;vg1;Thor Heyerdahl videregående skole;;39;0;0;6;2
2020/21;SS;Totalt;Vestfold;;197;1;4;42;5
2020/21;SS;vg2;Vestfold;;197;1;4;42;5
2020/21;SS;vg2;Greveskogen videregående skole;;48;0;0;20;1
2020/21;SS;vg2;Horten videregående skole;;20;1;1;5;2
2020/21;SS;vg2;Sandefjord videregående skole;;105;0;2;9;2
2020/21;SS;vg2;Thor Heyerdahl videregående skole;;24;0;1;8;0
2020/21;ST;Totalt;Vestfold;;2 894;21;74;130;33
2020/21;ST;vg1;Vestfold;;991;7;33;36;14
2020/21;ST;vg1;Greveskogen videregående skole;;167;0;4;3;0
2020/21;ST;vg1;Holmestrand videregående skole;;24;0;0;1;0
2020/21;ST;vg1;Horten videregående skole;;167;4;2;4;1
2020/21;ST;vg1;Melsom videregående skole;;13;0;0;0;2
2020/21;ST;vg1;Nøtterøy videregående skole;;117;0;6;5;2
2020/21;ST;vg1;Re videregående skole;;104;0;3;0;0
2020/21;ST;vg1;Sande videregående skole;;36;0;0;0;2
2020/21;ST;vg1;Sandefjord videregående skole;;250;2;18;11;6
2020/21;ST;vg1;Thor Heyerdahl videregående skole;;113;1;0;12;1
2020/21;ST;vg2;Vestfold;;911;7;24;42;10
2020/21;ST;vg2;Greveskogen videregående skole;;135;0;4;8;1
2020/21;ST;vg2;Holmestrand videregående skole;;40;0;0;1;2
2020/21;ST;vg2;Horten videregående skole;;137;0;6;5;1
2020/21;ST;vg2;Melsom videregående skole;;4;0;0;1;0
2020/21;ST;vg2;Nøtterøy videregående skole;;137;0;8;2;0
2020/21;ST;vg2;Re videregående skole;;86;0;3;3;0
2020/21;ST;vg2;Sande videregående skole;;51;0;0;0;1
2020/21;ST;vg2;Sandefjord videregående skole;;195;2;2;18;5
2020/21;ST;vg2;Thor Heyerdahl videregående skole;;126;5;1;4;0
2020/21;ST;vg3;Vestfold;;992;7;17;52;9
2020/21;ST;vg3;Greveskogen videregående skole;;172;0;3;9;3
2020/21;ST;vg3;Holmestrand videregående skole;;40;0;1;2;0
2020/21;ST;vg3;Horten videregående skole;;115;1;0;12;2
2020/21;ST;vg3;Melsom videregående skole;;15;0;0;0;0
2020/21;ST;vg3;Nøtterøy videregående skole;;99;0;2;5;1
2020/21;ST;vg3;Re videregående skole;;101;0;3;4;0
2020/21;ST;vg3;Sande videregående skole;;46;1;1;0;0
2020/21;ST;vg3;Sandefjord videregående skole;;261;1;7;17;2
2020/21;ST;vg3;Thor Heyerdahl videregående skole;;143;4;0;3;1
2020/21;TP;Totalt;Vestfold;;318;1;11;57;38
2020/21;TP;vg1;Vestfold;;157;1;6;43;22
2020/21;TP;vg1;Færder videregående skole;;45;0;3;9;6
2020/21;TP;vg1;Holmestrand videregående skole;;15;0;0;0;0
2020/21;TP;vg1;Horten videregående skole;;7;1;0;6;3
2020/21;TP;vg1;Sande videregående skole;;12;0;0;2;1
2020/21;TP;vg1;Sandefjord videregående skole;;30;0;1;17;9
2020/21;TP;vg1;Thor Heyerdahl videregående skole;;48;0;2;9;3
2020/21;TP;vg2;Vestfold;;161;0;5;14;16
2020/21;TP;vg2;Færder videregående skole;;81;0;3;3;7
2020/21;TP;vg2;Horten videregående skole;;15;0;0;1;0
2020/21;TP;vg2;Sande videregående skole;;8;0;0;3;1
2020/21;TP;vg2;Sandefjord videregående skole;;25;0;1;2;4
2020/21;TP;vg2;Thor Heyerdahl videregående skole;;32;0;1;5;4
2020/21;Alle utdanningsprogram;vg1;Vestfold;;2 635;18;83;220;115
2020/21;Alle utdanningsprogram;vg1;Færder videregående skole;;195;0;9;22;17
2020/21;Alle utdanningsprogram;vg1;Greveskogen videregående skole;;259;0;9;16;4
2020/21;Alle utdanningsprogram;vg1;Holmestrand videregående skole;;63;0;0;3;1
2020/21;Alle utdanningsprogram;vg1;Horten videregående skole;;358;10;7;42;13
2020/21;Alle utdanningsprogram;vg1;Melsom videregående skole;;67;0;2;5;8
2020/21;Alle utdanningsprogram;vg1;Nøtterøy videregående skole;;163;0;10;6;8
2020/21;Alle utdanningsprogram;vg1;Re videregående skole;;311;0;3;0;2
2020/21;Alle utdanningsprogram;vg1;Sande videregående skole;;138;0;7;5;3
2020/21;Alle utdanningsprogram;vg1;Sandefjord videregående skole;;591;7;32;63;44
2020/21;Alle utdanningsprogram;vg1;Thor Heyerdahl videregående skole;;490;1;4;58;15
2020/21;Alle utdanningsprogram;vg2;Vestfold;;2 483;16;60;186;57
2020/21;Alle utdanningsprogram;vg2;Færder videregående skole;;207;0;4;24;9
2020/21;Alle utdanningsprogram;vg2;Greveskogen videregående skole;;235;0;5;30;2
2020/21;Alle utdanningsprogram;vg2;Holmestrand videregående skole;;66;0;0;2;3
2020/21;Alle utdanningsprogram;vg2;Horten videregående skole;;321;3;17;22;6
2020/21;Alle utdanningsprogram;vg2;Melsom videregående skole;;27;0;2;5;1
2020/21;Alle utdanningsprogram;vg2;Nøtterøy videregående skole;;191;0;10;4;1
2020/21;Alle utdanningsprogram;vg2;Re videregående skole;;274;0;5;9;2
2020/21;Alle utdanningsprogram;vg2;Sande videregående skole;;132;0;0;7;2
2020/21;Alle utdanningsprogram;vg2;Sandefjord videregående skole;;566;8;12;46;22
2020/21;Alle utdanningsprogram;vg2;Thor Heyerdahl videregående skole;;464;5;5;37;9
2020/21;Alle utdanningsprogram;vg3;Vestfold;;1 871;15;40;123;32
2020/21;Alle utdanningsprogram;vg3;Færder videregående skole;;187;0;5;19;8
2020/21;Alle utdanningsprogram;vg3;Greveskogen videregående skole;;199;1;3;10;3
2020/21;Alle utdanningsprogram;vg3;Holmestrand videregående skole;;65;3;2;7;1
2020/21;Alle utdanningsprogram;vg3;Horten videregående skole;;216;1;1;23;4
2020/21;Alle utdanningsprogram;vg3;Melsom videregående skole;;56;0;6;2;1
2020/21;Alle utdanningsprogram;vg3;Nøtterøy videregående skole;;130;0;2;5;1
2020/21;Alle utdanningsprogram;vg3;Re videregående skole;;174;0;3;6;0
2020/21;Alle utdanningsprogram;vg3;Sande videregående skole;;93;1;1;6;0
2020/21;Alle utdanningsprogram;vg3;Sandefjord videregående skole;;438;5;15;30;8
2020/21;Alle utdanningsprogram;vg3;Thor Heyerdahl videregående skole;;313;4;2;15;6
2020/21;Alle utdanningsprogram;Totalt;Færder videregående skole;;589;0;18;65;34
2020/21;Alle utdanningsprogram;Totalt;Greveskogen videregående skole;;693;1;17;56;9
2020/21;Alle utdanningsprogram;Totalt;Holmestrand videregående skole;;194;3;2;12;5
2020/21;Alle utdanningsprogram;Totalt;Horten videregående skole;;895;14;25;87;23
2020/21;Alle utdanningsprogram;Totalt;Melsom videregående skole;;150;0;10;12;10
2020/21;Alle utdanningsprogram;Totalt;Nøtterøy videregående skole;;484;0;22;15;10
2020/21;Alle utdanningsprogram;Totalt;Re videregående skole;;759;0;11;15;4
2020/21;Alle utdanningsprogram;Totalt;Sande videregående skole;;363;1;8;18;5
2020/21;Alle utdanningsprogram;Totalt;Sandefjord videregående skole;;1 595;20;59;139;74
2020/21;Alle utdanningsprogram;Totalt;Thor Heyerdahl videregående skole;;1 267;10;11;110;30
2019/20;Totalt;Totalt;Vestfold;;6 803;61;209;546;214
2019/20;BA;Totalt;Vestfold;;333;0;13;21;12
2019/20;BA;vg1;Vestfold;;183;0;11;13;7
2019/20;BA;vg1;Færder videregående skole;;49;0;10;12;5
2019/20;BA;vg1;Re videregående skole;;75;0;0;0;1
2019/20;BA;vg1;Thor Heyerdahl videregående skole;;59;0;1;1;1
2019/20;BA;vg2;Vestfold;;150;0;2;8;5
2019/20;BA;vg2;Færder videregående skole;;47;0;0;6;1
2019/20;BA;vg2;Re videregående skole;;66;0;0;0;3
2019/20;BA;vg2;Thor Heyerdahl videregående skole;;37;0;2;2;1
2019/20;DH;Totalt;Vestfold;;98;2;6;28;13
2019/20;DH;vg1;Vestfold;;55;0;6;16;11
2019/20;DH;vg1;Færder videregående skole;;8;0;2;5;2
2019/20;DH;vg1;Horten videregående skole;;21;0;2;1;4
2019/20;DH;vg1;Sandefjord videregående skole;;26;0;2;10;5
2019/20;DH;vg2;Vestfold;;43;2;0;12;2
2019/20;DH;vg2;Færder videregående skole;;12;2;0;2;0
2019/20;DH;vg2;Horten videregående skole;;16;0;0;3;0
2019/20;DH;vg2;Sandefjord videregående skole;;15;0;0;7;2
2019/20;EL;Totalt;Vestfold;;336;1;9;17;9
2019/20;EL;vg1;Vestfold;;163;1;5;13;5
2019/20;EL;vg1;Færder videregående skole;;42;0;0;2;3
2019/20;EL;vg1;Horten videregående skole;;31;0;0;1;0
2019/20;EL;vg1;Sande videregående skole;;20;1;3;6;0
2019/20;EL;vg1;Sandefjord videregående skole;;25;0;2;2;1
2019/20;EL;vg1;Thor Heyerdahl videregående skole;;45;0;0;2;1
2019/20;EL;vg2;Vestfold;;145;0;3;4;2
2019/20;EL;vg2;Færder videregående skole;;31;0;0;0;0
2019/20;EL;vg2;Horten videregående skole;;35;0;2;2;1
2019/20;EL;vg2;Sande videregående skole;;16;0;0;0;0
2019/20;EL;vg2;Sandefjord videregående skole;;22;0;1;0;1
2019/20;EL;vg2;Thor Heyerdahl videregående skole;;41;0;0;2;0
2019/20;EL;vg3;Vestfold;;28;0;1;0;2
2019/20;EL;vg3;Færder videregående skole;;14;0;0;0;1
2019/20;EL;vg3;Horten videregående skole;;8;0;1;0;1
2019/20;EL;vg3;Sandefjord videregående skole;;6;0;0;0;0
2019/20;HS;Totalt;Vestfold;;749;4;39;57;35
2019/20;HS;vg1;Vestfold;;367;1;22;32;22
2019/20;HS;vg1;Holmestrand videregående skole;;15;0;0;2;1
2019/20;HS;vg1;Horten videregående skole;;65;1;4;5;1
2019/20;HS;vg1;Nøtterøy videregående skole;;55;0;5;6;0
2019/20;HS;vg1;Re videregående skole;;56;0;0;2;3
2019/20;HS;vg1;Sande videregående skole;;27;0;0;3;2
2019/20;HS;vg1;Sandefjord videregående skole;;86;0;10;10;10
2019/20;HS;vg1;Thor Heyerdahl videregående skole;;63;0;3;4;5
2019/20;HS;vg2;Vestfold;;369;3;15;19;13
2019/20;HS;vg2;Holmestrand videregående skole;;10;0;0;2;1
2019/20;HS;vg2;Horten videregående skole;;41;1;12;4;5
2019/20;HS;vg2;Nøtterøy videregående skole;;60;1;1;0;0
